pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral,jsd_text_audio,jsd_text_video,jsd_audio_video,jsd_composite
11_2_1_1_Acalm_Vangry,11,male,2,1,1,11_02_01_02_01,11_05_01_02_01,neutral,angry,1,0.783774,0.010636,0.004565,0.201025,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.563686,0.327692,0.334375,0.408585
11_2_1_1_Acalm_Vcalm,11,male,2,1,1,11_02_01_02_01,11_02_01_02_01,neutral,neutral,0,0.783774,0.010636,0.004565,0.201025,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.563686,0.309091,0.302107,0.391628
11_2_1_1_Acalm_Vdisgust,11,male,2,1,1,11_02_01_02_01,11_07_01_02_01,neutral,neutral,0,0.783774,0.010636,0.004565,0.201025,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.563686,0.593854,0.371991,0.509844
11_2_1_1_Acalm_Vfearful,11,male,2,1,1,11_02_01_02_01,11_06_01_02_01,neutral,neutral,0,0.783774,0.010636,0.004565,0.201025,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.563686,0.339432,0.346713,0.416611
11_2_1_1_Acalm_Vhappy,11,male,2,1,1,11_02_01_02_01,11_03_01_02_01,neutral,happy,1,0.783774,0.010636,0.004565,0.201025,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.563686,0.532582,0.17613,0.424133
11_2_1_1_Acalm_Vneutral,11,male,2,1,1,11_02_01_02_01,11_01_01_02_01,neutral,neutral,0,0.783774,0.010636,0.004565,0.201025,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.563686,0.301427,0.333038,0.399384
11_2_1_1_Acalm_Vsad,11,male,2,1,1,11_02_01_02_01,11_04_01_02_01,neutral,sad,1,0.783774,0.010636,0.004565,0.201025,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.563686,0.367614,0.349395,0.426898
11_2_1_1_Acalm_Vsurprised,11,male,2,1,1,11_02_01_02_01,11_08_01_02_01,neutral,neutral,0,0.783774,0.010636,0.004565,0.201025,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.563686,0.400971,0.347562,0.437407
11_2_1_1_Adisgust_Vangry,11,male,2,1,1,11_07_01_02_01,11_05_01_02_01,neutral,angry,1,0.768274,0.214594,0.001039,0.016092,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.88152,0.327692,0.391699,0.533637
11_2_1_1_Adisgust_Vcalm,11,male,2,1,1,11_07_01_02_01,11_02_01_02_01,neutral,neutral,0,0.768274,0.214594,0.001039,0.016092,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.88152,0.309091,0.376466,0.522359
11_2_1_1_Adisgust_Vdisgust,11,male,2,1,1,11_07_01_02_01,11_07_01_02_01,neutral,neutral,0,0.768274,0.214594,0.001039,0.016092,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.88152,0.593854,0.30065,0.592008
11_2_1_1_Adisgust_Vfearful,11,male,2,1,1,11_07_01_02_01,11_06_01_02_01,neutral,neutral,0,0.768274,0.214594,0.001039,0.016092,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.88152,0.339432,0.407507,0.54282
11_2_1_1_Adisgust_Vhappy,11,male,2,1,1,11_07_01_02_01,11_03_01_02_01,neutral,happy,1,0.768274,0.214594,0.001039,0.016092,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.88152,0.532582,0.177252,0.530451
11_2_1_1_Adisgust_Vneutral,11,male,2,1,1,11_07_01_02_01,11_01_01_02_01,neutral,neutral,0,0.768274,0.214594,0.001039,0.016092,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.88152,0.301427,0.406917,0.529955
11_2_1_1_Adisgust_Vsad,11,male,2,1,1,11_07_01_02_01,11_04_01_02_01,neutral,sad,1,0.768274,0.214594,0.001039,0.016092,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.88152,0.367614,0.394164,0.547766
11_2_1_1_Adisgust_Vsurprised,11,male,2,1,1,11_07_01_02_01,11_08_01_02_01,neutral,neutral,0,0.768274,0.214594,0.001039,0.016092,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.88152,0.400971,0.374663,0.552385
11_2_1_1_Afearful_Vangry,11,male,2,1,1,11_06_01_02_01,11_05_01_02_01,neutral,angry,1,0.776416,0.197109,0.000946,0.025529,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.855716,0.327692,0.379239,0.520883
11_2_1_1_Afearful_Vcalm,11,male,2,1,1,11_06_01_02_01,11_02_01_02_01,neutral,neutral,0,0.776416,0.197109,0.000946,0.025529,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.855716,0.309091,0.362788,0.509198
11_2_1_1_Afearful_Vdisgust,11,male,2,1,1,11_06_01_02_01,11_07_01_02_01,neutral,neutral,0,0.776416,0.197109,0.000946,0.025529,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.855716,0.593854,0.296556,0.582042
11_2_1_1_Afearful_Vfearful,11,male,2,1,1,11_06_01_02_01,11_06_01_02_01,neutral,neutral,0,0.776416,0.197109,0.000946,0.025529,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.855716,0.339432,0.394888,0.530012
11_2_1_1_Afearful_Vhappy,11,male,2,1,1,11_06_01_02_01,11_03_01_02_01,neutral,happy,1,0.776416,0.197109,0.000946,0.025529,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.855716,0.532582,0.167177,0.518492
11_2_1_1_Afearful_Vneutral,11,male,2,1,1,11_06_01_02_01,11_01_01_02_01,neutral,neutral,0,0.776416,0.197109,0.000946,0.025529,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.855716,0.301427,0.393449,0.516864
11_2_1_1_Afearful_Vsad,11,male,2,1,1,11_06_01_02_01,11_04_01_02_01,neutral,sad,1,0.776416,0.197109,0.000946,0.025529,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.855716,0.367614,0.382531,0.535287
11_2_1_1_Afearful_Vsurprised,11,male,2,1,1,11_06_01_02_01,11_08_01_02_01,neutral,neutral,0,0.776416,0.197109,0.000946,0.025529,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.855716,0.400971,0.3641,0.540263
11_2_1_1_Ahappy_Vangry,11,male,2,1,1,11_03_01_02_01,11_05_01_02_01,happy,angry,1,0.840784,0.069241,0.001455,0.08852,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.725922,0.327692,0.361821,0.471812
11_2_1_1_Ahappy_Vcalm,11,male,2,1,1,11_03_01_02_01,11_02_01_02_01,happy,neutral,1,0.840784,0.069241,0.001455,0.08852,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.725922,0.309091,0.335698,0.456904
11_2_1_1_Ahappy_Vdisgust,11,male,2,1,1,11_03_01_02_01,11_07_01_02_01,happy,neutral,1,0.840784,0.069241,0.001455,0.08852,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.725922,0.593854,0.335081,0.551619
11_2_1_1_Ahappy_Vfearful,11,male,2,1,1,11_03_01_02_01,11_06_01_02_01,happy,neutral,1,0.840784,0.069241,0.001455,0.08852,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.725922,0.339432,0.375177,0.480177
11_2_1_1_Ahappy_Vhappy,11,male,2,1,1,11_03_01_02_01,11_03_01_02_01,happy,happy,0,0.840784,0.069241,0.001455,0.08852,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.725922,0.532582,0.16012,0.472875
11_2_1_1_Ahappy_Vneutral,11,male,2,1,1,11_03_01_02_01,11_01_01_02_01,happy,neutral,1,0.840784,0.069241,0.001455,0.08852,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.725922,0.301427,0.368328,0.465226
11_2_1_1_Ahappy_Vsad,11,male,2,1,1,11_03_01_02_01,11_04_01_02_01,happy,sad,1,0.840784,0.069241,0.001455,0.08852,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.725922,0.367614,0.370112,0.487883
11_2_1_1_Ahappy_Vsurprised,11,male,2,1,1,11_03_01_02_01,11_08_01_02_01,happy,neutral,1,0.840784,0.069241,0.001455,0.08852,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.725922,0.400971,0.359371,0.495421
11_2_1_1_Aneutral_Vangry,11,male,2,1,1,11_01_01_02_01,11_05_01_02_01,neutral,angry,1,0.479192,0.057239,0.00777,0.455799,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.29856,0.327692,0.166659,0.264304
11_2_1_1_Aneutral_Vcalm,11,male,2,1,1,11_01_01_02_01,11_02_01_02_01,neutral,neutral,0,0.479192,0.057239,0.00777,0.455799,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.29856,0.309091,0.138682,0.248778
11_2_1_1_Aneutral_Vdisgust,11,male,2,1,1,11_01_01_02_01,11_07_01_02_01,neutral,neutral,0,0.479192,0.057239,0.00777,0.455799,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.29856,0.593854,0.283074,0.39183
11_2_1_1_Aneutral_Vfearful,11,male,2,1,1,11_01_01_02_01,11_06_01_02_01,neutral,neutral,0,0.479192,0.057239,0.00777,0.455799,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.29856,0.339432,0.18238,0.273457
11_2_1_1_Aneutral_Vhappy,11,male,2,1,1,11_01_01_02_01,11_03_01_02_01,neutral,happy,1,0.479192,0.057239,0.00777,0.455799,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.29856,0.532582,0.130405,0.320516
11_2_1_1_Aneutral_Vneutral,11,male,2,1,1,11_01_01_02_01,11_01_01_02_01,neutral,neutral,0,0.479192,0.057239,0.00777,0.455799,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.29856,0.301427,0.158585,0.252857
11_2_1_1_Aneutral_Vsad,11,male,2,1,1,11_01_01_02_01,11_04_01_02_01,neutral,sad,1,0.479192,0.057239,0.00777,0.455799,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.29856,0.367614,0.192614,0.286263
11_2_1_1_Aneutral_Vsurprised,11,male,2,1,1,11_01_01_02_01,11_08_01_02_01,neutral,neutral,0,0.479192,0.057239,0.00777,0.455799,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.29856,0.400971,0.201443,0.300325
11_2_1_1_Asad_Vangry,11,male,2,1,1,11_04_01_02_01,11_05_01_02_01,sad,angry,1,0.875266,0.05468,0.022244,0.047809,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.79484,0.327692,0.382432,0.501655
11_2_1_1_Asad_Vcalm,11,male,2,1,1,11_04_01_02_01,11_02_01_02_01,sad,neutral,1,0.875266,0.05468,0.022244,0.047809,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.79484,0.309091,0.357831,0.487254
11_2_1_1_Asad_Vdisgust,11,male,2,1,1,11_04_01_02_01,11_07_01_02_01,sad,neutral,1,0.875266,0.05468,0.022244,0.047809,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.79484,0.593854,0.330379,0.573025
11_2_1_1_Asad_Vfearful,11,male,2,1,1,11_04_01_02_01,11_06_01_02_01,sad,neutral,1,0.875266,0.05468,0.022244,0.047809,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.79484,0.339432,0.392305,0.508859
11_2_1_1_Asad_Vhappy,11,male,2,1,1,11_04_01_02_01,11_03_01_02_01,sad,happy,1,0.875266,0.05468,0.022244,0.047809,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.79484,0.532582,0.161587,0.496336
11_2_1_1_Asad_Vneutral,11,male,2,1,1,11_04_01_02_01,11_01_01_02_01,sad,neutral,1,0.875266,0.05468,0.022244,0.047809,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.79484,0.301427,0.390796,0.495688
11_2_1_1_Asad_Vsad,11,male,2,1,1,11_04_01_02_01,11_04_01_02_01,sad,sad,0,0.875266,0.05468,0.022244,0.047809,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.79484,0.367614,0.385,0.515818
11_2_1_1_Asad_Vsurprised,11,male,2,1,1,11_04_01_02_01,11_08_01_02_01,sad,neutral,1,0.875266,0.05468,0.022244,0.047809,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.79484,0.400971,0.371581,0.522464
11_2_1_1_Asurprised_Vangry,11,male,2,1,1,11_08_01_02_01,11_05_01_02_01,neutral,angry,1,0.205552,0.785788,0.000294,0.008366,0.188455,0.209878,0.209122,0.392545,0.008141,0.007626,0.011831,0.972402,0.908268,0.327692,0.402449,0.546137
11_2_1_1_Asurprised_Vcalm,11,male,2,1,1,11_08_01_02_01,11_02_01_02_01,neutral,neutral,0,0.205552,0.785788,0.000294,0.008366,0.212025,0.186988,0.186406,0.414581,0.008141,0.007626,0.011831,0.972402,0.908268,0.309091,0.416582,0.544647
11_2_1_1_Asurprised_Vdisgust,11,male,2,1,1,11_08_01_02_01,11_07_01_02_01,neutral,neutral,0,0.205552,0.785788,0.000294,0.008366,0.242364,0.306459,0.301429,0.149749,0.008141,0.007626,0.011831,0.972402,0.908268,0.593854,0.284233,0.595452
11_2_1_1_Asurprised_Vfearful,11,male,2,1,1,11_08_01_02_01,11_06_01_02_01,neutral,neutral,0,0.205552,0.785788,0.000294,0.008366,0.181612,0.195621,0.243908,0.378859,0.008141,0.007626,0.011831,0.972402,0.908268,0.339432,0.422612,0.556771
11_2_1_1_Asurprised_Vhappy,11,male,2,1,1,11_08_01_02_01,11_03_01_02_01,neutral,happy,1,0.205552,0.785788,0.000294,0.008366,0.443713,0.191828,0.166875,0.197584,0.008141,0.007626,0.011831,0.972402,0.908268,0.532582,0.331667,0.590839
11_2_1_1_Asurprised_Vneutral,11,male,2,1,1,11_08_01_02_01,11_01_01_02_01,neutral,neutral,0,0.205552,0.785788,0.000294,0.008366,0.182725,0.192156,0.201617,0.423502,0.008141,0.007626,0.011831,0.972402,0.908268,0.301427,0.425429,0.545042
11_2_1_1_Asurprised_Vsad,11,male,2,1,1,11_08_01_02_01,11_04_01_02_01,neutral,sad,1,0.205552,0.785788,0.000294,0.008366,0.187019,0.21076,0.254345,0.347876,0.008141,0.007626,0.011831,0.972402,0.908268,0.367614,0.402905,0.559596
11_2_1_1_Asurprised_Vsurprised,11,male,2,1,1,11_08_01_02_01,11_08_01_02_01,neutral,neutral,0,0.205552,0.785788,0.000294,0.008366,0.1982,0.226373,0.262239,0.313188,0.008141,0.007626,0.011831,0.972402,0.908268,0.400971,0.380489,0.563243
11_2_1_2_Aangry_Vangry,11,male,2,1,2,11_05_01_02_02,11_05_01_02_02,angry,angry,0,0.00582,0.992824,8e-06,0.001348,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.953433,0.321224,0.571175,0.615277
11_2_1_2_Aangry_Vcalm,11,male,2,1,2,11_05_01_02_02,11_02_01_02_02,angry,neutral,1,0.00582,0.992824,8e-06,0.001348,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.953433,0.363316,0.561558,0.626102
11_2_1_2_Aangry_Vdisgust,11,male,2,1,2,11_05_01_02_02,11_07_01_02_02,angry,neutral,1,0.00582,0.992824,8e-06,0.001348,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.953433,0.498299,0.50133,0.651021
11_2_1_2_Aangry_Vfearful,11,male,2,1,2,11_05_01_02_02,11_06_01_02_02,angry,neutral,1,0.00582,0.992824,8e-06,0.001348,0.180097,0.199326,0.242794,0.377784,0.008141,0.007626,0.011831,0.972402,0.953433,0.340405,0.586609,0.626815
11_2_1_2_Aangry_Vhappy,11,male,2,1,2,11_05_01_02_02,11_03_01_02_02,angry,happy,1,0.00582,0.992824,8e-06,0.001348,0.350476,0.202069,0.18784,0.259615,0.008141,0.007626,0.011831,0.972402,0.953433,0.458331,0.580683,0.664149
11_2_1_2_Aangry_Vneutral,11,male,2,1,2,11_05_01_02_02,11_01_01_02_02,angry,neutral,1,0.00582,0.992824,8e-06,0.001348,0.182705,0.189267,0.201912,0.426116,0.008141,0.007626,0.011831,0.972402,0.953433,0.299252,0.599567,0.617417
11_2_1_2_Aangry_Vsad,11,male,2,1,2,11_05_01_02_02,11_04_01_02_02,angry,sad,1,0.00582,0.992824,8e-06,0.001348,0.176844,0.203741,0.276846,0.342569,0.008141,0.007626,0.011831,0.972402,0.953433,0.372538,0.581111,0.635694
11_2_1_2_Aangry_Vsurprised,11,male,2,1,2,11_05_01_02_02,11_08_01_02_02,angry,neutral,1,0.00582,0.992824,8e-06,0.001348,0.19659,0.228417,0.217551,0.357442,0.008141,0.007626,0.011831,0.972402,0.953433,0.359058,0.549976,0.620822
11_2_1_2_Acalm_Vangry,11,male,2,1,2,11_02_01_02_02,11_05_01_02_02,neutral,angry,1,0.847838,0.0076,0.015865,0.128698,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.659102,0.321224,0.374819,0.451715
11_2_1_2_Acalm_Vcalm,11,male,2,1,2,11_02_01_02_02,11_02_01_02_02,neutral,neutral,0,0.847838,0.0076,0.015865,0.128698,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.659102,0.363316,0.343371,0.455263
11_2_1_2_Acalm_Vdisgust,11,male,2,1,2,11_02_01_02_02,11_07_01_02_02,neutral,neutral,0,0.847838,0.0076,0.015865,0.128698,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.659102,0.498299,0.364343,0.507248
11_2_1_2_Acalm_Vfearful,11,male,2,1,2,11_02_01_02_02,11_06_01_02_02,neutral,neutral,0,0.847838,0.0076,0.015865,0.128698,0.180097,0.199326,0.242794,0.377784,0.008141,0.007626,0.011831,0.972402,0.659102,0.340405,0.38231,0.460606
11_2_1_2_Acalm_Vhappy,11,male,2,1,2,11_02_01_02_02,11_03_01_02_02,neutral,happy,1,0.847838,0.0076,0.015865,0.128698,0.350476,0.202069,0.18784,0.259615,0.008141,0.007626,0.011831,0.972402,0.659102,0.458331,0.23591,0.451114
11_2_1_2_Acalm_Vneutral,11,male,2,1,2,11_02_01_02_02,11_01_01_02_02,neutral,neutral,0,0.847838,0.0076,0.015865,0.128698,0.182705,0.189267,0.201912,0.426116,0.008141,0.007626,0.011831,0.972402,0.659102,0.299252,0.371668,0.443341
11_2_1_2_Acalm_Vsad,11,male,2,1,2,11_02_01_02_02,11_04_01_02_02,neutral,sad,1,0.847838,0.0076,0.015865,0.128698,0.176844,0.203741,0.276846,0.342569,0.008141,0.007626,0.011831,0.972402,0.659102,0.372538,0.392605,0.474748
11_2_1_2_Acalm_Vsurprised,11,male,2,1,2,11_02_01_02_02,11_08_01_02_02,neutral,neutral,0,0.847838,0.0076,0.015865,0.128698,0.19659,0.228417,0.217551,0.357442,0.008141,0.007626,0.011831,0.972402,0.659102,0.359058,0.366908,0.461689
11_2_1_2_Adisgust_Vangry,11,male,2,1,2,11_07_01_02_02,11_05_01_02_02,neutral,angry,1,0.154638,0.841914,6.5e-05,0.003382,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.928737,0.321224,0.436348,0.562103
11_2_1_2_Adisgust_Vcalm,11,male,2,1,2,11_07_01_02_02,11_02_01_02_02,neutral,neutral,0,0.154638,0.841914,6.5e-05,0.003382,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.928737,0.363316,0.414149,0.568734
11_2_1_2_Adisgust_Vdisgust,11,male,2,1,2,11_07_01_02_02,11_07_01_02_02,neutral,neutral,0,0.154638,0.841914,6.5e-05,0.003382,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.928737,0.498299,0.356335,0.594457
11_2_1_2_Adisgust_Vfearful,11,male,2,1,2,11_07_01_02_02,11_06_01_02_02,neutral,neutral,0,0.154638,0.841914,6.5e-05,0.003382,0.180097,0.199326,0.242794,0.377784,0.008141,0.007626,0.011831,0.972402,0.928737,0.340405,0.45219,0.573777
11_2_1_2_Adisgust_Vhappy,11,male,2,1,2,11_07_01_02_02,11_03_01_02_02,neutral,happy,1,0.154638,0.841914,6.5e-05,0.003382,0.350476,0.202069,0.18784,0.259615,0.008141,0.007626,0.011831,0.972402,0.928737,0.458331,0.392079,0.593049
11_2_1_2_Adisgust_Vneutral,11,male,2,1,2,11_07_01_02_02,11_01_01_02_02,neutral,neutral,0,0.154638,0.841914,6.5e-05,0.003382,0.182705,0.189267,0.201912,0.426116,0.008141,0.007626,0.011831,0.972402,0.928737,0.299252,0.462893,0.563627
11_2_1_2_Adisgust_Vsad,11,male,2,1,2,11_07_01_02_02,11_04_01_02_02,neutral,sad,1,0.154638,0.841914,6.5e-05,0.003382,0.176844,0.203741,0.276846,0.342569,0.008141,0.007626,0.011831,0.972402,0.928737,0.372538,0.448648,0.583308
11_2_1_2_Adisgust_Vsurprised,11,male,2,1,2,11_07_01_02_02,11_08_01_02_02,neutral,neutral,0,0.154638,0.841914,6.5e-05,0.003382,0.19659,0.228417,0.217551,0.357442,0.008141,0.007626,0.011831,0.972402,0.928737,0.359058,0.411674,0.56649
11_2_1_2_Afearful_Vangry,11,male,2,1,2,11_06_01_02_02,11_05_01_02_02,neutral,angry,1,0.876509,0.1096,0.002662,0.01123,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.897001,0.321224,0.451402,0.556542
11_2_1_2_Afearful_Vcalm,11,male,2,1,2,11_06_01_02_02,11_02_01_02_02,neutral,neutral,0,0.876509,0.1096,0.002662,0.01123,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.897001,0.363316,0.408535,0.556284
11_2_1_2_Afearful_Vdisgust,11,male,2,1,2,11_06_01_02_02,11_07_01_02_02,neutral,neutral,0,0.876509,0.1096,0.002662,0.01123,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.897001,0.498299,0.387953,0.594418
11_2_1_2_Afearful_Vfearful,11,male,2,1,2,11_06_01_02_02,11_06_01_02_02,neutral,neutral,0,0.876509,0.1096,0.002662,0.01123,0.180097,0.199326,0.242794,0.377784,0.008141,0.007626,0.011831,0.972402,0.897001,0.340405,0.459768,0.565724
11_2_1_2_Afearful_Vhappy,11,male,2,1,2,11_06_01_02_02,11_03_01_02_02,neutral,happy,1,0.876509,0.1096,0.002662,0.01123,0.350476,0.202069,0.18784,0.259615,0.008141,0.007626,0.011831,0.972402,0.897001,0.458331,0.280932,0.545421
11_2_1_2_Afearful_Vneutral,11,male,2,1,2,11_06_01_02_02,11_01_01_02_02,neutral,neutral,0,0.876509,0.1096,0.002662,0.01123,0.182705,0.189267,0.201912,0.426116,0.008141,0.007626,0.011831,0.972402,0.897001,0.299252,0.459086,0.55178
11_2_1_2_Afearful_Vsad,11,male,2,1,2,11_06_01_02_02,11_04_01_02_02,neutral,sad,1,0.876509,0.1096,0.002662,0.01123,0.176844,0.203741,0.276846,0.342569,0.008141,0.007626,0.011831,0.972402,0.897001,0.372538,0.463084,0.577541
11_2_1_2_Afearful_Vsurprised,11,male,2,1,2,11_06_01_02_02,11_08_01_02_02,neutral,neutral,0,0.876509,0.1096,0.002662,0.01123,0.19659,0.228417,0.217551,0.357442,0.008141,0.007626,0.011831,0.972402,0.897001,0.359058,0.431114,0.562391
11_2_1_2_Ahappy_Vangry,11,male,2,1,2,11_03_01_02_02,11_05_01_02_02,happy,angry,1,0.807773,0.125397,0.000679,0.06615,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.766568,0.321224,0.356256,0.481349
11_2_1_2_Ahappy_Vcalm,11,male,2,1,2,11_03_01_02_02,11_02_01_02_02,happy,neutral,1,0.807773,0.125397,0.000679,0.06615,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.766568,0.363316,0.31933,0.483072
11_2_1_2_Ahappy_Vdisgust,11,male,2,1,2,11_03_01_02_02,11_07_01_02_02,happy,neutral,1,0.807773,0.125397,0.000679,0.06615,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.766568,0.498299,0.313881,0.526249
11_2_1_2_Ahappy_Vfearful,11,male,2,1,2,11_03_01_02_02,11_06_01_02_02,happy,neutral,1,0.807773,0.125397,0.000679,0.06615,0.180097,0.199326,0.242794,0.377784,0.008141,0.007626,0.011831,0.972402,0.766568,0.340405,0.367185,0.491386
11_2_1_2_Ahappy_Vhappy,11,male,2,1,2,11_03_01_02_02,11_03_01_02_02,happy,happy,0,0.807773,0.125397,0.000679,0.06615,0.350476,0.202069,0.18784,0.259615,0.008141,0.007626,0.011831,0.972402,0.766568,0.458331,0.208779,0.477893
11_2_1_2_Ahappy_Vneutral,11,male,2,1,2,11_03_01_02_02,11_01_01_02_02,happy,neutral,1,0.807773,0.125397,0.000679,0.06615,0.182705,0.189267,0.201912,0.426116,0.008141,0.007626,0.011831,0.972402,0.766568,0.299252,0.36238,0.476067
11_2_1_2_Ahappy_Vsad,11,male,2,1,2,11_03_01_02_02,11_04_01_02_02,happy,sad,1,0.807773,0.125397,0.000679,0.06615,0.176844,0.203741,0.276846,0.342569,0.008141,0.007626,0.011831,0.972402,0.766568,0.372538,0.373877,0.504328
11_2_1_2_Ahappy_Vsurprised,11,male,2,1,2,11_03_01_02_02,11_08_01_02_02,happy,neutral,1,0.807773,0.125397,0.000679,0.06615,0.19659,0.228417,0.217551,0.357442,0.008141,0.007626,0.011831,0.972402,0.766568,0.359058,0.340154,0.488594
11_2_1_2_Aneutral_Vangry,11,male,2,1,2,11_01_01_02_02,11_05_01_02_02,neutral,angry,1,0.710941,0.030572,0.00752,0.250967,0.183656,0.211348,0.204904,0.400093,0.008141,0.007626,0.011831,0.972402,0.496932,0.321224,0.269637,0.362598
11_2_1_2_Aneutral_Vcalm,11,male,2,1,2,11_01_01_02_02,11_02_01_02_02,neutral,neutral,0,0.710941,0.030572,0.00752,0.250967,0.218015,0.2186,0.210509,0.352876,0.008141,0.007626,0.011831,0.972402,0.496932,0.363316,0.248683,0.369644
11_2_1_2_Aneutral_Vdisgust,11,male,2,1,2,11_01_01_02_02,11_07_01_02_02,neutral,neutral,0,0.710941,0.030572,0.00752,0.250967,0.226541,0.270269,0.279896,0.223293,0.008141,0.007626,0.011831,0.972402,0.496932,0.498299,0.293071,0.429434
